RprtDt,StateCd,NDISDsbltyGrpNm,ICDDsbltyNm,Primary,Reported
31DEC2022,NT,Cerebral Palsy,G80 - Cerebral palsy,197,218
31DEC2022,NT,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],731,757
31DEC2022,NT,Down Syndrome,Q90 - Down syndrome,106,113
31DEC2022,NT,Global developmental delay,F84.91 - Global developmental delay [not to be used over 6 years of age],139,189
31DEC2022,NT,Hearing Impairment,H90 - Hearing loss,217,361
31DEC2022,NT,Hearing Impairment,Q16.9 - Congenital hearing condition,<11,<11
31DEC2022,NT,Intellectual Disability,F70 - Mild intellectual disability,169,268
31DEC2022,NT,Intellectual Disability,F71 - Moderate intellectual disability,170,226
31DEC2022,NT,Intellectual Disability,F72 - Severe intellectual disability,39,60
31DEC2022,NT,Intellectual Disability,F73 - Profound intellectual disability,<11,11
31DEC2022,NT,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],192,387
31DEC2022,NT,Intellectual Disability,F84.8 - Pervasive developmental disorder [try not to use],<11,<11
31DEC2022,NT,Intellectual Disability,Q02 - Microcephaly,25,50
31DEC2022,NT,Intellectual Disability,"Q04 - Other congenital brain conditions, for example tuberous sclerosis",13,13
31DEC2022,NT,Intellectual Disability,Q05 - Spina bifida,18,19
31DEC2022,NT,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,77,102
31DEC2022,NT,Intellectual Disability,Q860D - Foetal Alcohol Spectrum Disorder (FASD),122,142
31DEC2022,NT,Intellectual Disability,Q87.1 - Cornelia de Lange syndrome,<11,<11
31DEC2022,NT,Intellectual Disability,Q87.1 - Prader Willi syndrome,<11,<11
31DEC2022,NT,Intellectual Disability,Q89 - Other congenital conditions,24,31
31DEC2022,NT,Intellectual Disability,Q93.5 - Angelman  syndrome,<11,<11
31DEC2022,NT,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",48,67
31DEC2022,NT,Intellectual Disability,Q99.2 - Fragile X syndrome,18,22
31DEC2022,NT,Missing,,<11,3809
31DEC2022,NT,Multiple Sclerosis,G35 - Multiple sclerosis,25,25
31DEC2022,NT,Other,B22 - Human immune deficiency virus (HIV) disease,<11,<11
31DEC2022,NT,Other,C79.9 - Metastatic cancer,<11,<11
31DEC2022,NT,Other,D89.9 - Autoimmune disorders,<11,<11
31DEC2022,NT,Other,E14 - Diabetes mellitus,<11,69
31DEC2022,NT,Other,E66 - Obesity,<11,15
31DEC2022,NT,Other,E74.4 - Disorders of pyruvate metabolism and gluconeogenesis,<11,<11
31DEC2022,NT,Other,E88 - Other metabolic disorders,<11,<11
31DEC2022,NT,Other,F03.9 - Dementia - Rapidly progressing,<11,<11
31DEC2022,NT,Other,F44.5 - Functional Seizures,<11,<11
31DEC2022,NT,Other,F80 - Other Language disorder,<11,18
31DEC2022,NT,Other,F80.9 - Development language disorder,<11,<11
31DEC2022,NT,Other,F81.0 - Specific learning disorder,<11,<11
31DEC2022,NT,Other,F90 - Attention deficit hyperactive disorder (ADHD),<11,48
31DEC2022,NT,Other,F90.0 - Peripheral neuropathy,<11,<11
31DEC2022,NT,Other,F91.3 - Oppositional Defiant Disorder (ODD),<11,<11
31DEC2022,NT,Other,F91.9 - Conduct Disorder (CD),<11,<11
31DEC2022,NT,Other,G11.8 - Other hereditary ataxias,13,13
31DEC2022,NT,Other,G30.0 - Dementia - Early Onset,12,13
31DEC2022,NT,Other,G83.1 - Plegia,<11,<11
31DEC2022,NT,Other,G89.4 - Chronic pain,<11,<11
31DEC2022,NT,Other,I89.0 - Lymphoedema,<11,<11
31DEC2022,NT,Other,J44.9 - Chronic lung disease,<11,<11
31DEC2022,NT,Other,J449A - Chronic Obstructive Pulmonary Disease (COPD),<11,<11
31DEC2022,NT,Other,M19.9 - Osteoarthritis,<11,<11
31DEC2022,NT,Other,M32 - Systemic lupus erythematosus,<11,<11
31DEC2022,NT,Other,N18 - Renal failure,<11,19
31DEC2022,NT,Other,Q37 - Cleft palate and lip,<11,<11
31DEC2022,NT,Other,Q79.6 - Ehlers Danlos,<11,<11
31DEC2022,NT,Other,R48.2 - Childhood apraxia of speech,<11,<11
31DEC2022,NT,Other,R62.5 - Short stature,<11,<11
31DEC2022,NT,Other,S14.3 - Brachial plexus injury,<11,<11
31DEC2022,NT,Other,Z89 - Amputation - Single limb or upper/lower limb,61,69
31DEC2022,NT,Other,Z89.1 - Amputation - Multiple,13,15
31DEC2022,NT,Other Neurological,F00 - Alzheimer's disease,<11,12
31DEC2022,NT,Other Neurological,F03 - Unspecified dementia,25,32
31DEC2022,NT,Other Neurological,G10 - Huntington disease,<11,<11
31DEC2022,NT,Other Neurological,G12.2 - Motor neuron disease (also called amytrophic lateral sclerosis),<11,<11
31DEC2022,NT,Other Neurological,G20 - Parkinson's disease,22,22
31DEC2022,NT,Other Neurological,G40 - Epilepsy,<11,162
31DEC2022,NT,Other Neurological,G71.0 - Muscular dystrophy,18,18
31DEC2022,NT,Other Neurological,G99 - Other Neurological,132,232
31DEC2022,NT,Other Neurological,G99 - Other Neurological (List A),<11,<11
31DEC2022,NT,Other Physical,M05 - Rheumatoid arthritis,15,18
31DEC2022,NT,Other Physical,M12 - Other arthritis,<11,18
31DEC2022,NT,Other Physical,M95 - Other Physical,188,424
31DEC2022,NT,Other Physical,T05 - Multiple traumatic amputations,17,18
31DEC2022,NT,Other Sensory/Speech,R47 - Other Sensory/Speech,29,255
31DEC2022,NT,Psychosocial disability,F11 - Alcohol dependency,<11,<11
31DEC2022,NT,Psychosocial disability,F19 - Other substance dependency,<11,13
31DEC2022,NT,Psychosocial disability,F20 - Schizophrenia,403,461
31DEC2022,NT,Psychosocial disability,F25.9 - Schizoaffective Disorder,27,28
31DEC2022,NT,Psychosocial disability,F31 - Bipolar affective disorder,24,36
31DEC2022,NT,Psychosocial disability,F32 - Major depressive illness,20,47
31DEC2022,NT,Psychosocial disability,F41 - Other Anxiety disorders,<11,87
31DEC2022,NT,Psychosocial disability,F42 - Obsessive-compulsive disorder,<11,<11
31DEC2022,NT,Psychosocial disability,F43 - Post traumatic stress disorder (PTSD),<11,24
31DEC2022,NT,Psychosocial disability,F60.3 - Borderline personality disorder,<11,15
31DEC2022,NT,Psychosocial disability,F95.2 - Tourette syndrome,<11,<11
31DEC2022,NT,Psychosocial disability,F99 - Other psychosocial disorders,48,125
31DEC2022,NT,Spinal Cord Injury,T09.5 - Spinal cord injury (Complete),34,36
31DEC2022,NT,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),50,55
31DEC2022,NT,Stroke,I69 - Stroke,182,202
31DEC2022,NT,Visual Impairment,E70.3 - Albinism,<11,<11
31DEC2022,NT,Visual Impairment,F72.9 - Myopathy (variations),<11,<11
31DEC2022,NT,Visual Impairment,H54 - Visual impairment (including blindness),69,154
31DEC2022,NT,Visual Impairment,Q15.9 - Congenital eye condition,<11,<11
31DEC2022,OT,ABI,T90 - Traumatic brain injury [also called head injury and acquired brain damage],<11,<11
31DEC2022,OT,Autism,F84.0 - Autism disorder,20,22
31DEC2022,OT,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],<11,<11
31DEC2022,OT,Down Syndrome,Q90 - Down syndrome,<11,<11
31DEC2022,OT,Global developmental delay,F84.91 - Global developmental delay [not to be used over 6 years of age],<11,<11
31DEC2022,OT,Hearing Impairment,H90 - Hearing loss,<11,<11
31DEC2022,OT,Intellectual Disability,F70 - Mild intellectual disability,<11,<11
31DEC2022,OT,Intellectual Disability,F71 - Moderate intellectual disability,<11,<11
31DEC2022,OT,Intellectual Disability,F72 - Severe intellectual disability,<11,<11
31DEC2022,OT,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],<11,<11
31DEC2022,OT,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,<11,<11
31DEC2022,OT,Intellectual Disability,Q89 - Other congenital conditions,<11,<11
31DEC2022,OT,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",<11,<11
31DEC2022,OT,Missing,,<11,33
31DEC2022,OT,Other,E14 - Diabetes mellitus,<11,<11
31DEC2022,OT,Other Neurological,F03 - Unspecified dementia,<11,<11
31DEC2022,OT,Other Neurological,G20 - Parkinson's disease,<11,<11
31DEC2022,OT,Other Neurological,G40 - Epilepsy,<11,<11
31DEC2022,OT,Other Neurological,G71.0 - Muscular dystrophy,<11,<11
31DEC2022,OT,Other Neurological,G99 - Other Neurological,<11,<11
31DEC2022,OT,Other Physical,M95 - Other Physical,<11,<11
31DEC2022,OT,Other Sensory/Speech,R47 - Other Sensory/Speech,<11,<11
31DEC2022,OT,Psychosocial disability,F20 - Schizophrenia,<11,<11
31DEC2022,OT,Psychosocial disability,F31 - Bipolar affective disorder,<11,<11
31DEC2022,OT,Psychosocial disability,F32 - Major depressive illness,<11,<11
31DEC2022,OT,Psychosocial disability,F41 - Other Anxiety disorders,<11,<11
31DEC2022,OT,Psychosocial disability,F99 - Other psychosocial disorders,<11,<11
31DEC2022,OT,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),<11,<11
31DEC2022,OT,Stroke,I69 - Stroke,<11,<11
31DEC2022,OT,Visual Impairment,H54 - Visual impairment (including blindness),<11,<11
31DEC2022,QLD,ABI,G71.9 - Glioblastoma,<11,<11
31DEC2022,QLD,ABI,G93.1 - Hypoxic brain injury,117,140
31DEC2022,QLD,ABI,T90 - Traumatic brain injury [also called head injury and acquired brain damage],3770,4406
31DEC2022,QLD,Autism,F84.0 - Autism disorder,43722,46852
31DEC2022,QLD,Autism,F84.2 - Rett syndrome,102,108
31DEC2022,QLD,Autism,F84.5 - Asperger syndrome,431,717
31DEC2022,QLD,Cerebral Palsy,G80 - Cerebral palsy,3740,4699
31DEC2022,QLD,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],12703,13212
31DEC2022,QLD,Down Syndrome,Q90 - Down syndrome,2447,2594
31DEC2022,QLD,Global developmental delay,F84.91 - Global developmental delay [not to be used over 6 years of age],2515,3342
31DEC2022,QLD,Hearing Impairment,H90 - Hearing loss,5894,8110
31DEC2022,QLD,Hearing Impairment,Q16.9 - Congenital hearing condition,78,148
31DEC2022,QLD,Intellectual Disability,F70 - Mild intellectual disability,2135,3770
31DEC2022,QLD,Intellectual Disability,F71 - Moderate intellectual disability,2845,4054
31DEC2022,QLD,Intellectual Disability,F72 - Severe intellectual disability,1163,1757
31DEC2022,QLD,Intellectual Disability,F73 - Profound intellectual disability,228,346
31DEC2022,QLD,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],5774,10810
31DEC2022,QLD,Intellectual Disability,F84.8 - Pervasive developmental disorder [try not to use],22,79
31DEC2022,QLD,Intellectual Disability,Q02 - Microcephaly,125,268
31DEC2022,QLD,Intellectual Disability,"Q04 - Other congenital brain conditions, for example tuberous sclerosis",151,215
31DEC2022,QLD,Intellectual Disability,Q05 - Spina bifida,542,619
31DEC2022,QLD,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,331,492
31DEC2022,QLD,Intellectual Disability,Q860D - Foetal Alcohol Spectrum Disorder (FASD),258,335
31DEC2022,QLD,Intellectual Disability,Q87.1 - Cornelia de Lange syndrome,39,41
31DEC2022,QLD,Intellectual Disability,Q87.1 - Prader Willi syndrome,124,139
31DEC2022,QLD,Intellectual Disability,Q87.8 - Coffin-Lowry syndrome,<11,<11
31DEC2022,QLD,Intellectual Disability,Q89 - Other congenital conditions,487,742
31DEC2022,QLD,Intellectual Disability,Q91 - Edwards syndrome,<11,<11
31DEC2022,QLD,Intellectual Disability,Q91 - Patau syndrome,<11,<11
31DEC2022,QLD,Intellectual Disability,Q93.4 - Cri du  Chat syndrome,40,42
31DEC2022,QLD,Intellectual Disability,Q93.5 - Angelman  syndrome,96,103
31DEC2022,QLD,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",1300,1885
31DEC2022,QLD,Intellectual Disability,Q99.2 - Fragile X syndrome,195,236
31DEC2022,QLD,Missing,,<11,83981
31DEC2022,QLD,Missing,F849 - Migrated Record with DD or GDD [Needs to be updated in CRM],<11,<11
31DEC2022,QLD,Multiple Sclerosis,G35 - Multiple sclerosis,1672,1701
31DEC2022,QLD,Other,B22 - Human immune deficiency virus (HIV) disease,<11,18
31DEC2022,QLD,Other,B99 - Other unspecified infectious diseases,<11,<11
31DEC2022,QLD,Other,C71 - Malignant neoplasm of brain,<11,<11
31DEC2022,QLD,Other,C79.9 - Metastatic cancer,14,16
31DEC2022,QLD,Other,C96 - Malignant neoplasm of blood or immune disease,<11,<11
31DEC2022,QLD,Other,D89.9 - Autoimmune disorders,<11,21
31DEC2022,QLD,Other,E14 - Diabetes mellitus,<11,799
31DEC2022,QLD,Other,E66 - Obesity,<11,204
31DEC2022,QLD,Other,E70.0 - Classical Phenylketonuria,<11,<11
31DEC2022,QLD,Other,E74.4 - Disorders of pyruvate metabolism and gluconeogenesis,<11,<11
31DEC2022,QLD,Other,E88 - Other metabolic disorders,41,57
31DEC2022,QLD,Other,F03.9 - Dementia - Rapidly progressing,43,53
31DEC2022,QLD,Other,F44.4 - Functional neurological disorder (FND),58,90
31DEC2022,QLD,Other,F44.5 - Functional Seizures,<11,19
31DEC2022,QLD,Other,F80 - Other Language disorder,12,68
31DEC2022,QLD,Other,F80.9 - Development language disorder,35,74
31DEC2022,QLD,Other,F81.0 - Specific learning disorder,<11,36
31DEC2022,QLD,Other,F81.8 - Dysgraphia,<11,15
31DEC2022,QLD,Other,F90 - Attention deficit hyperactive disorder (ADHD),25,1045
31DEC2022,QLD,Other,F90.0 - Peripheral neuropathy,73,109
31DEC2022,QLD,Other,F91.3 - Oppositional Defiant Disorder (ODD),<11,85
31DEC2022,QLD,Other,F91.9 - Conduct Disorder (CD),<11,<11
31DEC2022,QLD,Other,G11.8 - Other hereditary ataxias,15,17
31DEC2022,QLD,Other,G30.0 - Dementia - Early Onset,158,192
31DEC2022,QLD,Other,G83.1 - Plegia,39,60
31DEC2022,QLD,Other,G89.4 - Chronic pain,16,67
31DEC2022,QLD,Other,G90.5 - Chronic Regional Pain Syndrome,<11,15
31DEC2022,QLD,Other,I49.8 - Postural Orthostatic Tachycardia Syndrome (POTS),<11,18
31DEC2022,QLD,Other,I89.0 - Lymphoedema,<11,18
31DEC2022,QLD,Other,J44.9 - Chronic lung disease,48,101
31DEC2022,QLD,Other,J449A - Chronic Obstructive Pulmonary Disease (COPD),59,78
31DEC2022,QLD,Other,M19.9 - Osteoarthritis,19,96
31DEC2022,QLD,Other,M32 - Systemic lupus erythematosus,<11,19
31DEC2022,QLD,Other,M45 - Ankylosing spondylitis,20,35
31DEC2022,QLD,Other,M79.7 - Fibromyalgia,<11,64
31DEC2022,QLD,Other,N18 - Renal failure,<11,53
31DEC2022,QLD,Other,Q37 - Cleft palate and lip,<11,49
31DEC2022,QLD,Other,Q79.6 - Ehlers Danlos,135,222
31DEC2022,QLD,Other,R48 - Dyslexia,<11,24
31DEC2022,QLD,Other,R48.2 - Childhood apraxia of speech,173,209
31DEC2022,QLD,Other,R53.8 - Chronic fatigue /ME,16,31
31DEC2022,QLD,Other,R62.5 - Short stature,11,15
31DEC2022,QLD,Other,S14.3 - Brachial plexus injury,<11,<11
31DEC2022,QLD,Other,Z89 - Amputation - Single limb or upper/lower limb,513,557
31DEC2022,QLD,Other,Z89.1 - Amputation - Multiple,57,67
31DEC2022,QLD,Other Neurological,F00 - Alzheimer's disease,392,435
31DEC2022,QLD,Other Neurological,F03 - Unspecified dementia,293,412
31DEC2022,QLD,Other Neurological,G10 - Huntington disease,220,223
31DEC2022,QLD,Other Neurological,G12.2 - Motor neuron disease (also called amytrophic lateral sclerosis),179,183
31DEC2022,QLD,Other Neurological,G20 - Parkinson's disease,603,658
31DEC2022,QLD,Other Neurological,G40 - Epilepsy,129,3174
31DEC2022,QLD,Other Neurological,G71.0 - Muscular dystrophy,528,570
31DEC2022,QLD,Other Neurological,G99 - Other Neurological,2271,4766
31DEC2022,QLD,Other Neurological,G99 - Other Neurological (List A),24,30
31DEC2022,QLD,Other Neurological,G99 - Other Neurological (List C),<11,13
31DEC2022,QLD,Other Physical,M05 - Rheumatoid arthritis,424,564
31DEC2022,QLD,Other Physical,M12 - Other arthritis,146,545
31DEC2022,QLD,Other Physical,M95 - Other Physical,3917,9823
31DEC2022,QLD,Other Physical,T05 - Multiple traumatic amputations,255,276
31DEC2022,QLD,Other Sensory/Speech,R47 - Other Sensory/Speech,239,3772
31DEC2022,QLD,Psychosocial disability,F11 - Alcohol dependency,<11,85
31DEC2022,QLD,Psychosocial disability,F19 - Other substance dependency,<11,73
31DEC2022,QLD,Psychosocial disability,F20 - Schizophrenia,5793,6725
31DEC2022,QLD,Psychosocial disability,F25.9 - Schizoaffective Disorder,582,648
31DEC2022,QLD,Psychosocial disability,F31 - Bipolar affective disorder,1176,1917
31DEC2022,QLD,Psychosocial disability,F32 - Major depressive illness,1041,3106
31DEC2022,QLD,Psychosocial disability,F41 - Other Anxiety disorders,247,5572
31DEC2022,QLD,Psychosocial disability,F42 - Obsessive-compulsive disorder,47,571
31DEC2022,QLD,Psychosocial disability,F43 - Post traumatic stress disorder (PTSD),684,1392
31DEC2022,QLD,Psychosocial disability,F60.3 - Borderline personality disorder,400,929
31DEC2022,QLD,Psychosocial disability,F95.2 - Tourette syndrome,<11,53
31DEC2022,QLD,Psychosocial disability,F99 - Other psychosocial disorders,1342,4329
31DEC2022,QLD,Psychosocial disability,R63 - Anorexia,<11,16
31DEC2022,QLD,Spinal Cord Injury,C72.5 - Malignant neoplasm of spinal cord (Complete),<11,<11
31DEC2022,QLD,Spinal Cord Injury,C72.7 - Malignant neoplasm of spinal cord (Incomplete),<11,<11
31DEC2022,QLD,Spinal Cord Injury,T09.5 - Spinal cord injury (Complete),642,661
31DEC2022,QLD,Spinal Cord Injury,T09.7 - Spinal cord injury (Incomplete),868,928
31DEC2022,QLD,Stroke,I69 - Stroke,1901,2260
31DEC2022,QLD,Visual Impairment,E70.3 - Albinism,23,32
31DEC2022,QLD,Visual Impairment,F72.9 - Myopathy (variations),14,15
31DEC2022,QLD,Visual Impairment,H54 - Visual impairment (including blindness),1736,3743
31DEC2022,QLD,Visual Impairment,Q15.9 - Congenital eye condition,<11,29
31DEC2022,SA,ABI,G71.9 - Glioblastoma,<11,<11
31DEC2022,SA,ABI,G93.1 - Hypoxic brain injury,39,49
31DEC2022,SA,ABI,T90 - Traumatic brain injury [also called head injury and acquired brain damage],1675,1937
31DEC2022,SA,Autism,F84.0 - Autism disorder,19336,20086
31DEC2022,SA,Autism,F84.2 - Rett syndrome,33,37
31DEC2022,SA,Autism,F84.5 - Asperger syndrome,508,594
31DEC2022,SA,Cerebral Palsy,G80 - Cerebral palsy,1268,1595
31DEC2022,SA,Developmental delay,F84.90 - Developmental delay [not to be used over 6 years of age ],3926,4128
31DEC2022,SA,Down Syndrome,Q90 - Down syndrome,804,859
31DEC2022,SA,Global developmental delay,F84.91 - Global developmental delay [not to be used over 6 years of age],1684,1958
31DEC2022,SA,Hearing Impairment,H90 - Hearing loss,1868,2585
31DEC2022,SA,Hearing Impairment,Q16.9 - Congenital hearing condition,22,44
31DEC2022,SA,Intellectual Disability,F70 - Mild intellectual disability,1473,2101
31DEC2022,SA,Intellectual Disability,F71 - Moderate intellectual disability,1440,1863
31DEC2022,SA,Intellectual Disability,F72 - Severe intellectual disability,363,495
31DEC2022,SA,Intellectual Disability,F73 - Profound intellectual disability,46,62
31DEC2022,SA,Intellectual Disability,F79 - Unspecified intellectual disability [try not to use],3094,4294
31DEC2022,SA,Intellectual Disability,F84.8 - Pervasive developmental disorder [try not to use],<11,16
31DEC2022,SA,Intellectual Disability,Q02 - Microcephaly,37,75
31DEC2022,SA,Intellectual Disability,"Q04 - Other congenital brain conditions, for example tuberous sclerosis",50,72
31DEC2022,SA,Intellectual Disability,Q05 - Spina bifida,173,193
31DEC2022,SA,Intellectual Disability,Q86.0 - Foetal alcohol syndrome,58,89
31DEC2022,SA,Intellectual Disability,Q860D - Foetal Alcohol Spectrum Disorder (FASD),14,27
31DEC2022,SA,Intellectual Disability,Q87.1 - Cornelia de Lange syndrome,19,23
31DEC2022,SA,Intellectual Disability,Q87.1 - Prader Willi syndrome,32,35
31DEC2022,SA,Intellectual Disability,Q87.8 - Coffin-Lowry syndrome,<11,<11
31DEC2022,SA,Intellectual Disability,Q89 - Other congenital conditions,180,286
31DEC2022,SA,Intellectual Disability,Q91 - Edwards syndrome,<11,<11
31DEC2022,SA,Intellectual Disability,Q93.4 - Cri du  Chat syndrome,12,12
31DEC2022,SA,Intellectual Disability,Q93.5 - Angelman  syndrome,42,44
31DEC2022,SA,Intellectual Disability,"Q99 - Other chromosomal conditions not listed elsewhere, including Kabuki syndrome,Williams syndrome",539,784
31DEC2022,SA,Intellectual Disability,Q99.2 - Fragile X syndrome,66,80
